#{"t_start": 1733223098.3779752, "env_id": "None"}
r,l,t
-2986692.148965,9000,4212.538204
-3028291.379384,9000,4222.777707
-3114912.163072,9000,4229.820335
-2949825.058871,9000,4236.848689
-2457317.927718,9000,4247.057187
-3032917.971032,9000,4254.092663
-3052713.239031,9000,4261.142069
-2945300.918347,9000,4271.505641
-2820356.123065,9000,4278.54343
-2618602.130115,9000,4285.598755
-2796552.545204,9000,4410.42682
-3254438.431461,9000,4417.432751
-2967576.331056,9000,4424.4097
-3083797.938384,9000,4434.715222
-2627995.349773,9000,4441.78564
-3030225.702075,9000,4452.033934
-3122715.054282,9000,4459.075926
-3016581.017334,9000,4466.137375
-2858024.569867,9000,4476.635851
-3196602.028666,9000,4483.70958
-3112463.11982,9000,4490.768101
-2841667.771116,9000,4501.038928
-2688603.47862,9000,4508.082228
-2868803.47183,9000,4515.139761
-2397354.129346,9000,4639.826225
-2380803.091717,9000,4646.8602
-2455313.498402,9000,4653.895373
-2619856.407007,9000,4664.533475
-3172498.668123,9000,4671.594646
-2630100.557348,9000,4678.624389
-3087921.854128,9000,4688.896129
-2958135.944217,9000,4695.972918
-3016085.385627,9000,4706.304442
-3026341.797813,9000,4713.346163
-2628346.506288,9000,4720.37834
-2362637.472006,9000,4730.659095
-2786326.052475,9000,4737.711087
-2865585.056297,9000,4744.771411
-3031028.421075,9000,4869.894467
-3130248.979966,9000,4876.973437
-2858289.414337,9000,4883.998997
-2794722.530758,9000,4894.337169
-3271759.598929,9000,4901.435488
-2564971.56039,9000,4908.512806
-2947170.889146,9000,4919.040907
-2970571.080651,9000,4926.095452
-2769627.54026,9000,4933.188607
-2855443.543764,9000,4943.465851
-2785855.609246,9000,4950.559393
-2382902.761203,9000,4957.628844
-2236102.784103,9000,4967.904769
-2899280.244697,9000,4974.962548
-2587477.774965,9000,5100.400714
-2256921.788945,9000,5107.439489
-2910141.078373,9000,5114.47332
-2476945.275844,9000,5124.763769
-2718868.208888,9000,5131.83758
-2686916.999004,9000,5138.885946
-2586641.501603,9000,5149.25547
-2631423.668068,9000,5156.28121
-2820880.080628,9000,5163.303321
-2539385.209009,9000,5173.552599
-3018055.592798,9000,5180.631678
-2645951.023825,9000,5187.696701
-2188079.877898,9000,5198.176415
-2598307.97582,9000,5205.208443
-2708150.509798,9000,5212.235742
-2681916.777245,9000,5337.548578
-2989790.700921,9000,5344.588778
-2621870.615259,9000,5354.859854
-2892089.724697,9000,5361.912213
-2515957.261314,9000,5368.962144
-2326755.277641,9000,5379.217615
-2677089.817727,9000,5386.266419
-2929002.147503,9000,5393.287676
-2518297.06206,9000,5403.683736
-2847266.519936,9000,5410.749812
-2840648.091163,9000,5417.782268
-3206264.233807,9000,5428.201121
-2377117.788473,9000,5435.258146
-2401674.010096,9000,5442.314308
-3034541.435632,9000,5567.245893
-2209010.92839,9000,5574.278348
-2877749.104097,9000,5581.307004
-2524242.276464,9000,5591.761753
-2957332.513573,9000,5598.795371
-2564540.199396,9000,5605.808576
-2675417.944865,9000,5616.417466
-3047608.468592,9000,5623.467762
-2967507.765095,9000,5633.951135
-2644679.660284,9000,5641.012084
-2700410.981672,9000,5648.086468
-2342864.814405,9000,5658.499714
-2518088.375445,9000,5665.566074
-2641600.794811,9000,5672.650566
4349
-2962152.810087,9000,4145.996099
-2877697.21337,9000,4151.741739
-3071252.080002,9000,4157.461626
-2671190.877909,9000,4163.194963
-2788211.464147,9000,4168.938797
