reward,cycle_time
-732346.9017011913,292.9387606804772
-384633.28894227033,153.85331557690824
-488049.49458619277,195.21979783447713
-851403.2646388463,340.5613058555375
-630410.4392793884,252.16417571175373
-671825.7192249066,268.7302876899615
-745240.5319610444,298.0962127844173
-652726.7288755417,261.0906915502151
-730379.9726499431,292.15198905997636
-875790.9409478914,350.3163763791547
-630401.840009162,252.1607360036634
-807317.6006871753,322.92704027487036
-789716.5994786441,315.8866397914581
-411552.1273977036,164.6208509590827
-573211.7900360825,229.28471601443383
-894901.9865365456,357.9607946146147
-469223.26298462716,187.68930519385123
-570157.2332316971,228.06289329268108
-604728.2739472011,241.89130957887966
-720361.1282811024,288.14445131244076
-539368.4790595352,215.74739162381357
-490939.90247185825,196.37596098874477
-421862.87541531824,168.7451501661269
-672833.5462791603,269.1334185116621
-583109.853365074,233.24394134603023
-798874.8648859934,319.54994595439814
-574224.3453251917,229.689738130076
-768096.1009227854,307.23844036911316
-587699.8458262101,235.07993833048172
-438204.4765909204,175.2817906363688
-529002.7498830252,211.60109995321037
-465309.9096902222,186.12396387608936
-403893.78762848856,161.55751505139588
-581366.5665749037,232.54662662996108
-583057.429727746,233.22297189109767
-693551.312758392,277.4205251033555
-653923.8352369105,261.569534094766
-868794.6429839686,347.51785719358725
-456761.86278569454,182.704745114277
-948441.5413844781,379.37661655379094
-744311.5862888311,297.724634515532
-496770.80626530503,198.7083225061221
-777758.6560204723,311.1034624081875
-726293.0014614732,290.51720058458955
-674469.9079745121,269.78796318980517
-600180.823251052,240.0723293004214
-543864.3278932985,217.54573115731907
-799585.199078621,319.83407963144623
-671569.2890292726,268.62771561170916
-653372.3169084765,261.34892676339274
-367179.34863016545,146.87173945206612
-443484.4429801248,177.39377719204884
-457214.4566559307,182.88578266237184
-858901.825719293,343.56073028771647
-478760.96418400196,191.50438567359987
-626415.5582528329,250.56622330113515
-784282.2443512781,313.7128977405128
-860525.0836754298,344.2100334701706
-731811.2583540034,292.72450334160055
-563548.7995973682,225.41951983894828
-565969.838914472,226.38793556579057
-738204.1752674645,295.2816701069867
-720319.0325959763,288.12761303839113
-540046.3428132434,216.01853712529666
-629468.0524938963,251.7872209975578
-618832.7332574669,247.53309330298785
-677712.992439456,271.08519697578276
-805767.7629565343,322.30710518261264
-443952.5608784991,177.58102435139946
-477435.1123307598,190.9740449323051
-510216.2758779342,204.08651035117242
-710433.8553069487,284.17354212278195
-772297.2215714806,308.91888862858957
-508172.6733451628,203.26906933806399
-459060.46414833626,183.6241856593354
-594987.9403668047,237.99517614672357
-673075.5097411366,269.2302038964543
-546554.672379233,218.6218689516915
-448527.876132554,179.41115045302212
-827771.3553714816,331.1085421485938
-577051.2361518485,230.8204944607406
-588308.8440673011,235.32353762691972
-679277.9548443545,271.71118193774225
-670473.8196901865,268.18952787607367
-529263.2307449119,211.70529229796497
-542515.0611973351,217.0060244789342
-543423.3255781549,217.36933023126238
-598749.9600845836,239.49998403383242
-681720.3110483867,272.6881244193552
-414826.5461376997,165.93061845507924
-472484.22061649914,188.99368824659848
-666181.853548065,266.4727414192245
-625545.6984909977,250.2182793963986
-455042.4935066195,182.0169974026465
-718417.2121265376,287.3668848506163
-608471.5867558159,243.38863470232823
-613891.8407617422,245.5567363046962
-704335.3161709168,281.73412646836704
-837205.5051120891,334.88220204483576
-529615.1140809244,211.8460456323701
-509611.03920816863,203.84441568326656
-670017.1568141264,268.0068627256492
-540222.4925321463,216.08899701285978
-526375.3027290578,210.5501210916225
-918117.1478568194,367.24685914272686
-809502.1640815203,323.80086563260875
-619564.7949790427,247.82591799161696
-487489.8524709742,194.99594098838958
-783101.817683234,313.2407270732916
-601348.0647957997,240.53922591831972
-733414.7465073079,293.36589860292025
-605549.076127634,242.2196304510541
-700769.4742798876,280.3077897119553
-484597.8612104477,193.83914448417835
-879402.7276655703,351.76109106622926
-586344.3624782731,234.5377449913091
-639263.5103452305,255.70540413809317
-712860.5561673837,285.1442224669533
-681055.0831188845,272.4220332475532
-475150.98189717287,190.0603927588699
-892552.5471719286,357.02101886877074
-627159.4709742967,250.8637883897178
-723586.2660424155,289.4345064169677
-526599.400338684,210.63976013547233
-465346.8050583687,186.13872202334738
-729557.4918028485,291.82299672113925
-608222.0393155626,243.2888157262249
-503570.26360771706,201.42810544308685
-484610.08941490133,193.84403576595966
-688316.1686134085,275.326467445364
-573777.1533033622,229.5108613213449
-381596.94474319683,152.63877789727925
-800277.0495616309,320.1108198246528
-403612.22984855337,161.4448919394215
-466789.55490604445,186.71582196241818
-654484.617739118,261.7938470956479
-647481.8197465588,258.9927278986223
-772018.7825499359,308.8075130199751
-784038.7127625978,313.61548510503974
-672998.5751635433,269.19943006541695
-741820.2026128868,296.7280810451563
-658989.9533066003,263.5959813226393
-638112.7455647864,255.24509822591534
-846716.2979837243,338.6865191934911
-682881.3098534478,273.15252394138076
-681007.1166211573,272.40284664846223
-463826.35405530286,185.530541622122
-664474.6100621211,265.7898440248494
-533504.8271126052,213.40193084504142
-744646.2702563746,297.8585081025506
-719969.5173002497,287.9878069201002
-752608.0316962275,301.04321267849065
-744787.3175153512,297.9149270061407
-787516.4490513547,315.0065796205445
-501705.0495751197,200.6820198300486
-492196.73140422476,196.87869256168995
-593513.633997556,237.40545359902248
-712764.0715988892,285.10562863955363
-777699.2892618028,311.0797157047228
-707800.7877165576,283.1203150866219
-563508.8559446391,225.40354237785465
-535049.8716869995,214.01994867480005
-644405.473190631,257.762189276251
-432337.5144569529,172.9350057827835
-729713.3274590754,291.885330983628
-515786.3452590203,206.31453810360682
-657095.4728956615,262.8381891582637
-502256.47957681457,200.90259183072573
-636743.2610671881,254.69730442687506
-806545.4850623439,322.61819402493563
-781938.8082536034,312.775523301441
-682928.9238545374,273.17156954181615
-455066.81271676574,182.02672508670665
-498956.44631856994,199.58257852742776
-547548.3147803376,219.01932591213546
-726446.2981834438,290.57851927337623
-909392.4527506258,363.75698110025303
-705888.739229703,282.35549569187936
-541538.7416921925,216.61549667687774
-659338.8240649286,263.7355296259706
-444204.17990324233,177.681671961296
-711360.6161493311,284.5442464597315
-426240.0516235671,170.49602064942738
-691216.0657250594,276.4864262900252
-888555.3626375406,355.4221450550154
-422154.8445291292,168.86193781165133
-708249.7961386218,283.29991845545015
-632763.2961583862,253.1053184633546
-587317.1840290023,234.92687361160014
-591647.95812349,236.6591832493973
-665923.1734828228,266.36926939312934
-653942.4489748018,261.5769795899222
-673174.4747798031,269.26978991192175
-617511.0116812602,247.0044046725049
-371587.59738948796,148.63503895579552
-714662.1638864902,285.8648655545964
-492360.75451493106,196.944301805973
-880689.978066963,352.2759912267856
-666793.3565846398,266.7173426338553
-424763.8104931094,169.90552419724295
-651258.5707663905,260.50342830655586
-684910.0738119407,273.9640295247763
-699920.8948506191,279.968357940247
-583740.0333288029,233.49601333152003
-513451.2022327876,205.3804808931151
-568604.9710707787,227.44198842831003
-624265.1696144714,249.7060678457892
-595960.6301142466,238.38425204569776
-744991.6524509494,297.9966609803804
-536579.766977738,214.6319067910946
-507527.3480149303,203.01093920597225
-559416.5120061648,223.76660480246557
-740225.633981558,296.09025359262444
-634460.5611586863,253.78422446347363
-846468.7915025271,338.5875166010099
-505817.79090456694,202.32711636182643
-340518.3814954259,136.20735259817087
-445948.12258555606,178.3792490342236
-696841.2988956061,278.7365195582421
-543178.8184504992,217.2715273802006
-643921.3933510339,257.56855734041403
-849373.9524165005,339.74958096659816
-659188.3875978371,263.675355039135
-437817.8941416272,175.1271576566504
-538375.0211185405,215.35000844741813
-600502.8675682975,240.20114702731976
-498942.70378599246,199.57708151439695
-551487.0290093359,220.59481160373372
-469588.155826336,187.8352623305342
-780376.089857264,312.1504359429032
-581355.8714590252,232.54234858361045
-699516.3042065974,279.80652168264
-657420.6888264712,262.9682755305879
-577180.7758983347,230.87231035933243
-597154.0612779522,238.86162451118105
-680702.4034095069,272.2809613638017
-673021.06007313,269.2084240292515
-611773.5534262026,244.70942137048198
-719776.6087216648,287.91064348866723
-615721.318003976,246.2885272015909
-833891.0885945,333.55643543779945
-509530.1320583127,203.81205282332488
-828041.5417054854,331.216616682195
-681144.9670543814,272.4579868217531
-555008.2740522785,222.0033096209112
-1010126.0196311388,404.0504078524523
-322234.1512365221,128.89366049460963
-285908.94984950207,114.36357993980101
-844376.8169867184,337.7507267946847
-647912.188906618,259.16487556264696
-717751.2083665882,287.1004833466359
-538395.5754842765,215.3582301937092
-728214.0709591366,291.2856283836539
-764578.3124485894,305.8313249794351
-686312.0066192964,274.5248026477201
-850318.4285230631,340.12737140922667
-425634.8545792931,170.25394183171778
-753592.1639584606,301.4368655833844
-612835.1930405386,245.1340772162153
-670566.596616456,268.2266386465816
-769017.4702522487,307.6069881008981
-682433.7006371339,272.9734802548524
-599227.0667691032,239.6908267076414
-899261.6187063812,359.70464748255165
-576901.3531764033,230.7605412705618
-654116.8264172613,261.64673056690543
-686496.1150868577,274.5984460347445
-531361.3257636476,212.54453030545935
-692354.8344798322,276.9419337919332
-676760.4719373778,270.70418877495007
-699162.4395157235,279.6649758062898
-525081.1684516083,210.03246738064234
-614433.3656595341,245.7733462638144
-738030.7531974869,295.2123012789931
-347038.695218293,138.81547808731762
-554441.5279398679,221.77661117594786
-587796.7009168752,235.11868036675043
-726242.5238693414,290.4970095477379
-917386.2327797665,366.9544931119071
-510649.7933323552,204.25991733294228
-807940.7592520696,323.17630370082736
-737864.8723932083,295.14594895728175
-647783.4714340327,259.11338857361426
-477057.51657416834,190.8230066296672
-696274.8342185844,278.50993368743576
-635672.6353067184,254.26905412268852
-762173.0156126624,304.8692062450646
-706577.7283839837,282.63109135359207
-561987.748018089,224.79509920723598
-787728.9391507561,315.0915756603028
-593033.9138665706,237.21356554662884
-539132.3823271047,215.65295293084205
-545343.230025454,218.13729201018148
-671482.8956699589,268.5931582679823
-976603.9065372522,390.64156261489904
-439865.2883082848,175.9461153233143
-646560.9050066003,258.62436200264017
-666032.869261147,266.4131477044581
-798953.8104354993,319.58152417420257
-646410.867263516,258.5643469054061
