reward,cycle_time
-723735.0996428604,289.4940398571446
-765003.4164992948,306.00136659971855
-1151853.5618810272,460.74142475241
-715333.6512348657,286.1334604939476
-908643.9100349856,363.45756401399404
-703181.0353961062,281.2724141584455
-1219319.051866477,487.7276207465904
-805737.2521272019,322.2949008508793
-752714.0393517966,301.0856157407198
-602011.9458426428,240.8047783370585
-676134.1447101105,270.4536578840438
-956600.2538656351,382.64010154625515
-330297.56752485625,132.11902700994202
-768530.9539341448,307.41238157365837
-746509.4206149006,298.6037682459588
-563299.0717705105,225.31962870820433
-734022.6808712641,293.6090723485059
-756984.4516242006,302.7937806496795
-817892.8494122252,327.1571397648902
-694275.3038277446,277.7101215310973
-848457.4874656537,339.38299498626367
-703134.756999261,281.2539027997031
-645592.1264394864,258.2368505757974
-893817.7209534979,357.527088381398
-735530.4809217545,294.2121923687014
-1015986.5089960805,406.39460359843184
-1346408.7489521804,538.5634995808747
-599305.6726568209,239.72226906272726
-556103.9887497544,222.44159549990184
-855874.8252434757,342.34993009739173
-881965.1372201565,352.786054888062
-788223.54448835,315.2894177953385
-729837.1303281096,291.9348521312455
-821732.2651082514,328.69290604330024
-1064204.029729768,425.68161189190664
-1177591.6511198618,471.03666044794636
-560877.257689561,224.35090307582473
-744436.1037237993,297.7744414895203
-592763.0288807858,237.10521155231382
-1064381.2089411446,425.7524835764565
-1080709.0172851975,432.2836069140807
-930898.8992666322,372.35955970665276
-775553.9344299743,310.221573771991
-1070878.7504752371,428.3515001900954
-798888.2451522958,319.5552980609189
-1129808.2747188178,451.9233098875258
-594935.1277544831,237.97405110179028
-893545.4565672195,357.4181826268851
-942318.5588009985,376.9274235203968
-1159136.1017272682,463.6544406909069
-807260.3297782391,322.90413191129323
-1250184.4641121328,500.0737856448538
-898861.9750983564,359.54479003934335
-1003721.844244631,401.48873769785183
-755222.6689739411,302.0890675895748
-1023493.890627186,409.3975562508739
-847775.4097753094,339.1101639101222
-454475.5060872692,181.79020243490788
-596805.1123703603,238.72204494814463
-779731.3188071239,311.8925275228519
-661604.9978654537,264.6419991461827
-1094535.3242915918,437.8141297166391
-1219512.078869131,487.8048315476536
-1121973.895613573,448.7895582454309
-873457.5177802709,349.38300711210724
-842506.0622458442,337.0024248983396
-881351.6091083485,352.54064364333993
-1243077.9994437417,497.23119977749457
-1063769.8839979277,425.50795359917225
-555576.9392209313,222.23077568837266
-694719.4521686146,277.88778086744605
-904040.6406506194,361.61625626024784
-870796.8109370146,348.3187243748062
-915763.0813921494,366.30523255686285
-774102.6831474251,309.64107325897004
-1016019.6684755224,406.40786739021104
