#{"t_start": 1733223098.3761265, "env_id": "None"}
r,l,t
-5078107.557822,6000,1632.571734
-4721419.749325,6000,1820.575668
-5301882.217679,6000,1824.364981
-4701335.090963,6000,1828.140465
-5426090.614154,6000,1831.912467
-5033283.640763,6000,1835.690973
-4914560.486549,6000,1839.468752
-4931671.40405,6000,1843.24594
-4826818.779371,6000,1847.018031
-5113868.10936,6000,1850.80158
-5179473.27753,6000,1854.579774
-5300544.739543,6000,1858.36639
-4950032.604318,6000,1862.146652
-5029856.34575,6000,1865.932917
-5332448.891492,6000,1869.720911
-5166921.297919,6000,1873.497077
-4507268.499258,6000,1877.28384
-4269282.128847,6000,1881.061389
-4868090.136234,6000,1884.855295
-5256126.417459,6000,1888.651985
-5116352.84243,6000,1892.443914
-3999330.153441,6000,2061.513029
-5426206.749595,6000,2065.294724
-5139231.110931,6000,2069.080928
-5354098.114603,6000,2072.866548
-5028206.934126,6000,2076.642528
-5513841.121592,6000,2080.425519
-5169367.639339,6000,2084.209842
-4669373.590819,6000,2087.991144
-4929429.700973,6000,2091.761476
-4915094.309231,6000,2095.540022
-4543558.440511,6000,2099.315236
-4289566.343522,6000,2103.092519
-4076336.04251,6000,2106.871446
-4046435.399489,6000,2110.6544
-4549437.948884,6000,2114.4268
-4751106.61092,6000,2118.210472
-4197941.956039,6000,2121.99105
-5366205.055853,6000,2125.778929
-4582382.263558,6000,2129.567992
-4680482.302497,6000,2133.355228
-4775491.042982,6000,2298.697289
-4385517.264109,6000,2302.47049
-4822294.22969,6000,2306.248779
-4987941.974653,6000,2310.016891
-5246183.618039,6000,2313.795754
-5153355.012011,6000,2317.575689
-3907531.620079,6000,2321.352373
-4965463.6417,6000,2325.128784
-4187896.26525,6000,2328.909487
-4740140.892848,6000,2332.68043
-4337780.00959,6000,2336.441897
-4775416.310296,6000,2340.210784
-5619315.654921,6000,2343.99166
-4724712.789609,6000,2347.755338
-5185480.178971,6000,2351.531677
-4768592.905667,6000,2355.314796
-4829251.698469,6000,2359.093635
-4548037.452132,6000,2362.869238
-6047533.485284,6000,2366.650629
-4904352.990216,6000,2370.418685
-4418639.255754,6000,2493.694587
-4930076.72888,6000,2497.459406
-5250177.247414,6000,2501.216499
-4595594.007228,6000,2504.983665
-4509692.077712,6000,2508.74423
-4348235.265182,6000,2512.494858
-4541400.764021,6000,2516.251932
-5115510.673561,6000,2520.009855
-4279095.454791,6000,2523.763165
-4954410.733835,6000,2527.515467
-4561339.610864,6000,2531.266259
-4427525.041835,6000,2535.032896
-4987845.525719,6000,2538.799371
-4932357.37762,6000,2542.562558
-4716461.94373,6000,2546.315876
-3920892.262888,6000,2550.081177
-5154217.917462,6000,2553.85357
-5303327.763117,6000,2557.629108
-4470940.492283,6000,2561.399869
-5358081.426046,6000,2565.172127
-4981312.360189,6000,2785.112005
-4666651.610237,6000,2788.871851
-5113542.962523,6000,2792.655879
-5529556.487382,6000,2796.425764
-4662558.399612,6000,2800.207427
-4882550.238731,6000,2803.98544
-4051406.372708,6000,2807.753471
-4231831.150993,6000,2811.520528
-4921785.431849,6000,2815.27984
-4406979.246626,6000,2819.046493
-4665528.886082,6000,2822.800137
-5177417.833536,6000,2826.562689
-5453824.327399,6000,2830.337401
-5131743.107762,6000,2834.116911
-4394241.378947,6000,2837.896568
-5485934.549123,6000,2841.663774
-4643169.037787,6000,2845.444188
-4945366.379107,6000,2849.225799
-4655708.448861,6000,2853.014433
-5314135.251147,6000,2856.800765
-4637233.686043,6000,2975.82772
-4695160.844098,6000,2979.600394
-3950997.582524,6000,2983.369242
-5261113.133333,6000,2987.143228
-4553236.595863,6000,2990.92883
-5713742.523612,6000,2994.700477
-4043823.998516,6000,2998.47373
-5158209.427868,6000,3002.248728
-4354193.549336,6000,3006.023643
-5260142.828947,6000,3009.80528
-4838940.750408,6000,3013.591892
-4362918.541405,6000,3017.368188
-5580245.879352,6000,3021.133795
-4909279.109514,6000,3024.907616
-5338770.71417,6000,3028.686499
-4344345.094922,6000,3032.465644
-5736565.972522,6000,3036.24197
-4402174.891804,6000,3040.017896
-4525858.33894,6000,3043.800177
-5091463.98243,6000,3047.585544
-4772944.487981,6000,3250.510321
-4815716.719071,6000,3254.274956
-5312971.138067,6000,3258.051727
-4788622.655776,6000,3261.820997
-3540204.54743,6000,3265.599027
-4798292.491953,6000,3269.38514
-4510081.111608,6000,3273.16466
-4822232.409243,6000,3276.942763
-5608939.244604,6000,3280.732455
-4807449.556883,6000,3284.515978
-4486132.432794,6000,3288.296767
-4277662.072416,6000,3292.064996
-4144449.012476,6000,3295.825094
-4714277.195184,6000,3299.584075
-4281331.354116,6000,3303.35922
-4745088.197368,6000,3307.137118
-5240696.359649,6000,3310.916523
-4633470.490756,6000,3314.695651
-4590405.787814,6000,3318.472933
-4621002.390432,6000,3322.252225
-4984959.743817,6000,3500.634995
-4759825.009582,6000,3504.388409
-4485962.711336,6000,3508.151386
-4507338.533066,6000,3511.914062
-4240980.428723,6000,3515.662248
-4578779.619096,6000,3519.424437
-5248976.70465,6000,3523.19503
-4230601.232699,6000,3526.958203
-5392837.143345,6000,3530.715018
-4204748.5471,6000,3534.477223
-4637868.230821,6000,3538.236768
-4780327.777378,6000,3541.989695
-5752198.763225,6000,3545.75251
-3868065.374696,6000,3549.502778
-5330469.972338,6000,3553.264813
-4383086.00135,6000,3557.017595
-4706634.108812,6000,3560.767829
-3880171.122942,6000,3564.528234
-4150701.282248,6000,3568.293678
-5818281.54332,6000,3572.05341
-4594154.051863,6000,3950.806337
-4121400.775021,6000,3954.571197
-4642790.192173,6000,3958.334914
-5398784.727361,6000,3962.09842
-4786755.668374,6000,3965.859014
-4157375.191465,6000,3969.624577
-4729820.747907,6000,3973.401052
-4547365.457355,6000,3977.163953
-4979499.422162,6000,3980.933726
-4792002.096559,6000,3984.700263
-3910245.938637,6000,3988.46296
-4363269.146257,6000,3992.224014
-4621420.554952,6000,3996.000548
-4452685.386131,6000,3999.755652
-4552451.819846,6000,4003.522875
-4495947.387854,6000,4007.293168
-4532912.231156,6000,4011.062231
-4537023.793455,6000,4014.8293
-4438431.25651,6000,4018.590751
-4583428.362889,6000,4022.345006
-3935940.933243,6000,4299.572761
-4649444.688623,6000,4303.341242
-4705306.993799,6000,4307.118013
-4527823.118072,6000,4310.881141
-5090316.684341,6000,4314.646792
-5237261.249831,6000,4318.412394
-4351351.984885,6000,4322.181273
-4648132.112753,6000,4325.941914
-5078440.661341,6000,4329.71323
-4992574.267888,6000,4333.467146
-5025485.086842,6000,4337.225647
-4465996.697548,6000,4340.979894
-4755846.45613,6000,4344.74565
-4740162.026172,6000,4348.502687
-4373296.602586,6000,4352.269444
-4982092.817746,6000,4356.037524
-4463602.2621,6000,4359.804674
-4750656.855196,6000,4363.56543
-4578410.168617,6000,4367.330231
-4409608.81815,6000,4371.101989
-4781131.169028,6000,4587.775083
-5421411.214189,6000,4591.549567
-4849520.64544,6000,4595.313969
-4217193.912011,6000,4599.079384
-4170081.246248,6000,4602.847196
-4549971.488188,6000,4606.615062
-5704407.427943,6000,4610.391216
-4293938.521145,6000,4614.150851
-4843329.444804,6000,4617.915031
-4659888.657547,6000,4621.675306
-4170533.233401,6000,4625.432321
-4409001.058502,6000,4629.185558
-4431811.974066,6000,4632.945927
-4425231.948047,6000,4636.711542
-4418918.153433,6000,4640.473599
-4656288.634909,6000,4644.235553
-4599559.702227,6000,4647.996241
-4570233.531377,6000,4651.755356
-3558367.987449,6000,4655.512744
-4639428.944958,6000,4659.273331
-4324719.998459,6000,4822.227777
-4564970.051215,6000,4826.008459
-4314416.882456,6000,4829.791667
-5176409.872273,6000,4833.569174
-4908764.915182,6000,4837.355273
-4196834.806623,6000,4841.144804
-3906306.640013,6000,4844.914636
-4000564.154318,6000,4848.678251
-4673341.117611,6000,4852.443436
-4157815.373482,6000,4856.20723
-4318986.311264,6000,4859.975868
-5171484.812281,6000,4863.743028
-4340653.550717,6000,4867.513748
-4985911.403455,6000,4871.29087
-4503537.870301,6000,4875.066377
-4012726.098061,6000,4878.838738
-4693451.203863,6000,4882.613887
-4443198.161538,6000,4886.385532
-4592338.327463,6000,4890.160074
-4255471.684329,6000,4893.927098
-4761145.843657,6000,5014.506263
-4944728.202984,6000,5018.260144
-4368243.739972,6000,5022.020506
-4450545.155286,6000,5025.779068
-4343361.999544,6000,5029.547484
-4940673.275079,6000,5033.310558
-4493846.705315,6000,5037.074729
-4116032.719434,6000,5040.838426
-4835507.329745,6000,5044.597309
-4994085.072178,6000,5048.36353
-3933678.048636,6000,5052.117622
-4246027.794003,6000,5055.874288
-3620966.160789,6000,5059.633379
-4713466.952834,6000,5063.391512
-4850191.325526,6000,5067.14805
-5199224.311606,6000,5070.927798
-4018439.545524,6000,5074.707442
-3762280.937989,6000,5078.468101
-4011090.502585,6000,5082.228442
-4190357.917949,6000,5085.976265
-4382470.188496,6000,5204.512147
-5014410.218219,6000,5208.274379
-4222737.118418,6000,5212.034882
-4301601.395951,6000,5215.797081
-4290913.346385,6000,5219.548391
-4656715.815517,6000,5223.33586
-5053422.434275,6000,5227.115787
-4476063.226639,6000,5230.896127
-4369421.482659,6000,5234.675115
-4533569.597416,6000,5238.45382
-4335728.312281,6000,5242.23422
-4699595.841419,6000,5246.005755
-4593262.20668,6000,5249.790546
-4383023.615992,6000,5253.552636
-4250379.642724,6000,5257.302269
-4444233.612301,6000,5261.067889
-4550721.036627,6000,5264.830098
