#{"t_start": 1733223098.3768198, "env_id": "None"}
r,l,t
-1316901.508101,13559,4194.043014
-1276144.100336,13935,4202.327776
-1069749.260399,13480,4210.358104
-1282800.803108,13532,4218.411606
-1506250.001381,13227,4226.284531
-1363870.46979,13637,4234.389001
-1508458.220068,13516,4242.423234
-1365722.669546,13849,4250.637258
-1466590.193472,13701,4258.781436
-1152391.719575,13683,4266.932484
-1246518.918841,13843,4387.275099
-1121852.205353,13835,4395.494562
-1739131.948774,14181,4403.919693
-1464931.776172,13926,4412.217112
-1312487.574376,13780,4420.411042
-1579573.877843,13866,4428.653284
-1452484.633288,13880,4436.912644
-1622397.297014,14067,4445.254987
-944843.698767,13549,4453.300366
-1189039.13664,13770,4461.46046
-1446172.93339,13721,4469.594734
-1134131.103004,13539,4477.64563
-1489974.277979,14000,4485.965485
-1237165.285038,13951,4494.260959
-1530791.773327,13925,4502.533652
-1537911.15049,13984,4510.821292
-1630995.329457,13949,4519.105712
-1403264.890873,14042,4527.421061
-1186047.77645,14188,4535.823289
-1550745.858287,14068,4544.164651
-983675.800216,13435,4664.825294
-1154078.678476,13755,4673.021284
-1360467.509655,13833,4681.24357
-1093304.093789,13681,4689.399494
-1246328.140764,13557,4697.483206
-1308697.550058,13521,4705.554489
-1210380.744045,13377,4713.544262
-1303296.177048,13648,4721.680697
-1242468.514996,13850,4729.908401
-1497865.279859,14096,4738.285215
-1337562.623624,13863,4746.520088
-1333958.370085,13746,4754.672589
-1139326.676042,13603,4762.748648
-1270899.455773,13527,4770.794941
-1596933.180664,14090,4779.149822
-1408261.173426,14339,4787.638294
-1316016.217707,13735,4795.783222
-1081375.707041,13530,4803.834926
-1033817.887035,13325,4811.768297
-1778093.739257,13717,4819.921685
-1415931.353436,14078,4964.919366
-1256071.843129,13632,4973.016062
-1292059.298238,13789,4981.168608
-1355917.377409,13659,4989.248703
-1399320.141028,14097,4997.573437
-1357741.035562,13853,5005.76948
-1277431.977539,13889,5014.002249
-1349638.725682,13701,5022.116016
-1400007.643127,14049,5030.405621
-1548216.171029,13810,5038.554897
-1362753.341471,13896,5046.74953
-1666108.009498,14008,5055.009638
-1473265.423248,14026,5063.27449
-1374848.471263,14123,5071.602497
-1405196.706677,13622,5079.662551
-1059125.274939,13359,5087.573964
-1198628.614208,13711,5095.685449
-1188670.098732,13825,5103.864176
-1360630.24686,13806,5112.025423
-1590318.03847,14047,5120.314999
-1226414.614923,13886,5241.454564
-1434559.505725,13873,5249.709759
-1523995.867654,14165,5258.1096
-1618915.221561,14187,5266.523586
-1279887.056047,13927,5274.788163
-1249690.541781,13981,5283.084138
-1579596.911417,14091,5291.434428
-1502660.269007,13901,5299.680168
-1566570.424084,14209,5308.096595
-1276341.387902,13597,5316.163933
-1445664.692581,13834,5324.363247
-1188277.025792,13652,5332.434746
-1323004.403646,13616,5340.506573
-1254934.685615,13760,5348.649903
-1473082.156119,13675,5356.734394
-1246758.267715,13464,5364.683458
-1775748.320588,13968,5372.907665
-1715268.66579,14025,5381.174225
-1207633.740027,13490,5389.152145
-1239838.681766,13877,5397.335053
-1361922.630631,14176,5518.104901
-1478020.854738,13730,5526.295772
-1246320.129087,13870,5534.544064
-1070807.302595,13319,5542.481695
-1444394.340924,13947,5550.79037
-1431023.852176,13733,5558.953434
-1213460.73342,13791,5567.128119
-1318304.052441,13852,5575.343264
-1464828.125091,13720,5583.502178
-1352926.017219,13604,5591.594099
-1320261.906198,14087,5599.944722
-1326596.138939,13897,5608.188001
-1305405.251222,13877,5616.399637
-1388034.190692,13981,5624.666793
-1424435.749395,13396,5632.624373
-1414983.972539,13949,5640.895432
-1329909.468429,13932,5649.139826
-1293348.1769,13849,5657.361353
-1365089.747002,14029,5665.669626
-1532420.647565,13773,5673.839034
