#{"t_start": 1733223098.3768198, "env_id": "None"}
r,l,t
-1252508.649438,13635,120.273986
-1472209.383972,14258,128.686345
-1639379.049519,14097,137.009826
-1671924.487564,13973,145.258276
-1583220.693421,13810,153.414279
-1356189.774453,13900,161.623936
-1510992.914624,14019,169.940211
-1590438.714367,14030,178.265723
-1485296.459618,13858,186-1628413.065564,14039,290.517209
-1416568.28182,13987,300.888985
-1617045.49626,13807,328.995008
-1289750.432849,13560,342.344908
-1437829.772447,13943,352.717737
-1133204.252032,13707,366.533503
-1359870.138931,13482,376.611894
-1316386.757804,14089,391.599576
-1301021.862019,13647,401.725316
-1366140.27825,13646,578.439093
-1440824.637745,13940,588.795397
-1269158.918776,13731,602.403006
-1524225.70266,14109,612.902967
-1368564.812237,14033,626.587138
-1654272.257774,14237,643.095868
-1133462.12791,13623,653.194523
-1891287.73017,14326,679.955974
-1345455.127693,13724,690.123705
-1601235.451629,14159,867.927009
-1502961.708384,13985,878.287847
-1725070.953548,14263,899.372699
-1338600.135896,13915,909.711744
-1262694.997,13870,923.256301
-1266299.25054,13698,933.456943
-1418359.893262,14086,947.138795
-948880.082177,13565,960.675969
-1357471.142167,13775,970.953871
-1323529.168541,13863,1173.841712
-1523213.727611,14009,1184.220399
-1359880.153528,13942,1197.997353
-1253361.392392,13694,1208.210098
-1345901.778729,13812,1221.668319
-1497716.56309,13701,1231.856979
-1454403.930845,13932,1252.811748
-1382953.284792,13979,1263.213637
-1748124.055618,14146,1277.737519
-1675621.376127,14173,1288.287661
-1339970.633526,13774,1508.952937
-1366718.62124,13827,1530.818836
-1252263.291807,13835,1541.068084
-1296766.158931,13976,1768.87637
-1491718.820815,14081,1779.384116
-1585388.352989,13902,1792.953089
-1786257.138181,14314,1803.566079
-1723810.616488,14208,1817.28624
-1166335.043283,13519,1827.354645
-1638810.220397,13957,2005.164252
-1143899.341132,13775,2015.44027
-1672878.878679,14419,2156.999669
-1530128.306261,13996,2170.663464
-1081773.286551,13749,2180.903268
-1300118.54535,13904,2194.43242
-1593263.832243,13774,2204.649326
-1391377.063244,14034,2218.242914
-1442886.643313,14045,2228.690939
-1582626.827806,14140,2406.900895
-1650659.491827,13996,2417.302159
-1375207.494573,14075,2462.277688
-1367357.552542,14479,2497.898929
-1216276.838158,13755,2508.132812
-1317786.297765,13647,2521.664514
-1254624.233101,13430,2531.687256
-1358452.572695,13825,2545.190745
-1402047.616581,14095,2555.678672
-1035875.386034,13373,2887.240149
-1572554.646652,14140,2897.741576
-1286107.62311,13513,2911.002504
-1397890.557275,13869,2921.319103
-1555186.330694,14046,2935.275138
-1526097.43088,14001,2945.68366
-1194714.408884,13619,2958.997698
-1304746.290725,13573,2972.402556
-1272754.159178,13889,2982.714655
-1376887.943986,13971,3171.282154
-1455063.892802,13835,3181.589299
-1127164.448449,13597,3195.018551
-1392711.508323,14016,3205.454555
-1099982.327945,13832,3218.981219
-1476015.932375,13855,3229.314308
-1599460.865002,14077,3243.154791
-1344541.796427,14052,3253.639728
-1325945.19012,13962,3267.427995
-1295487.795596,14033,3277.858381
-1257547.994759,13732,3455.011529
-1472744.163463,13817,3468.774019
-1282796.29654,13762,3479.023474
-1497313.475552,13911,3492.606713
-1338010.77685,13986,3502.989935
-1201547.869297,13376,3516.180669
-1176707.662354,13582,3526.324264
-1528603.583835,14259,3540.156717
-1154916.399534,14078,3550.638591
-1231364.329599,13772,3728.236427
-1413677.067602,13675,3738.392134
-1171212.652859,13546,3751.808657
-1712302.842823,13945,3762.21547
-1193892.711182,13488,3775.551377
-1268722.783067,13634,3789.022397
-1384836.02907,13876,3799.375092
-1525565.655768,13619,3812.798195
-1218225.178047,13874,3823.1157
-1556616.915907,14116,4001.86589
-1358748.003313,14268,4012.459868
-1365747.205309,13908,4026.280042
-1401979.51732,13806,4036.570601
-1256944.615277,13914,4050.175894
-1165616.996663,13217,4060.064472
-1285059.595511,13770,4073.618928
-1088593.227257,13697,4083.844788
-1488338.894254,14056,4097.581767
-1486087.612799,14038,4273.670914
-1299118.087088,13297,4283.625695
-1330176.858175,13673,4297.090414
-979055.065059,13320,4307.02831
-1445952.111522,13871,4320.682782
-1229740.96339,13681,4330.937129
-1566933.953963,13887,4344.573811
-1298598.830222,13815,4354.895401
-1758600.826499,13995,4368.703847
-1357912.785905,13518,4378.75462
-1429508.142887,13897,4557.591321
-1513593.705522,13834,4567.863827
-1393812.613287,13843,4581.687268
-1568914.340563,14149,4595.587738
-1105850.381186,14065,4606.077124
-1253428.990923,14176,4620.352678
-1329683.138532,13863,4630.718933
-1415053.07326,13958,4644.485282
-1193194.693756,13337,4654.446394
-1397327.736911,14124,4831.374591
-1292005.720143,13440,4841.39093
-1473137.236404,14149,4855.199047
-1206815.547435,13759,4865.450692
-857939.527745,13622,4878.880171
-1264703.925203,13571,4892.476848
-1452669.402607,13722,4902.709142
-1079212.053312,13611,4916.209274
-1522055.038713,13996,4926.678887
-1498243.330904,13679,5128.444598
-1360129.016269,13626,5138.604203
-1386528.496,13980,5152.574836
-1213043.625445,13574,5162.727964
-992253.803465,13770,5176.397149
-1439019.005867,14007,5186.799852
-1314884.568221,13811,5200.479295
-1326637.699518,13892,5210.85179
-1553139.347023,14087,5224.546549
-1256466.91899,13623,5402.782987
-1340220.998456,14219,5413.33197
-1168679.961222,13799,5427.036327
-1392532.247033,13692,5437.212346
-1455545.094198,13950,5450.96848
-1297316.461048,13860,5461.251004
-1512139.085276,13651,5474.7087
-1668357.288034,13760,5484.927897
-1495821.801296,13840,5499.073253
-1486572.319304,13887,5509.426918
-1344679.497139,13862,5687.147673
-1333123.152677,13707,5697.376878
-1611916.019564,13947,5711.040664
-1441421.00701,13908,5724.751804
-980611.333467,13718,5734.985345
-1109569.802593,13761,5748.470744
-1727005.773731,14103,3106.6054
-1761611.715153,14463,3115.143675
-1369134.142089,13878,3123.358206
-1530833.834635,13996,3131.665356
-1450551.315295,13868,3139.908371
-1390624.466263,13773,3148.101879
-1488846.133603,13864,3156.346524
-1678390.412258,13769,3164.53077
-1476704.435934,13630,3284.806978
-1271727.662963,13672,3292.97613
-1422510.44308,13628,3301.114045
-1251384.010171,13707,3309.247794
-1344097.64904,13774,3317.439004
-1072303.98415,13706,3325.57755
-1434448.844425,13744,3333.745129
-1617779.566236,14124,3342.119333
-1806147.630448,14312,3350.610963
-1578668.558255,13926,3358.875576
-1120007.015816,13611,3366.979805
-1180880.244285,13623,3375.07037
-1583293.299251,13806,3383.242939
-1409332.735328,13976,3391.528465
-1353184.894557,14024,3399.82839
-837945.885126,13101,3407.609262
-1150188.007456,13763,3415.74995
-1251657.408675,13637,3423.823797
-1661733.132703,14005,3432.102357
-918251.93877,13403,3440.04512
-1573943.170557,14153,3560.123216
-1388458.308884,13797,3568.330324
-1368908.813652,14128,3576.706771
-1306111.280326,13548,3584.772439
-1145053.523462,13644,3592.884494
-1516330.194212,13874,3601.116537
-1616673.453973,14140,3609.491994
-1363763.3136,13772,3617.687096
-1408361.319398,13706,3625.844887
-1217976.816036,13497,3633.866992
-1386045.291684,13822,3642.084182
-1784894.652229,14203,3650.494552
-1386364.256605,13548,3658.567983
-1170252.753716,13787,3666.767273
-1823721.245649,13994,3675.086693
-1255769.402293,13668,3683.237406
-1519581.433199,13832,3691.44796
-1169107.584524,13428,3699.428066
-1241999.331116,13857,3707.644084
-1138222.065969,13864,3715.866997
-1385811.951569,14139,3836.032917
-1056421.834419,13873,3844.336016
-1099168.641921,13685,3852.509681
-1389380.653288,13780,3860.74224
-1288904.700114,13660,3868.888304
-1492756.333087,13882,3877.176878
-1148458.486517,13611,3885.311623
-1460497.813253,14124,3893.714549
-1483036.165026,14176,3902.144319
-1416010.969484,13837,3910.379753
-895944.423464,13730,3918.571402
-1465405.967351,13832,3926.82293
-1170669.36096,13357,3934.794332
-1199563.476858,13801,3943.018237
-1372284.734374,13755,3951.201731
-1434655.645858,13974,3959.491469
-1421263.625726,13690,3967.637347
-1618627.301891,14049,3975.968009
-1370286.822229,13914,3984.264038
-1613884.388648,14070,3992.638759
-1343469.233065,13859,4112.808733
-1694077.778073,13810,4121.023918
-1236593.952267,13581,4129.12263
-1282224.463038,13496,4137.174433
-1377969.019756,13997,4145.511424
-1231514.548557,13742,4153.703786
-1251543.742996,13361,4161.675261
-1094287.026507,13495,4169.721464
-1224927.447236,13770,4177.897104
-1236920.928866,13636,4185.98951
