         388408497 function calls (387113178 primitive calls) in 354.312 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      669    0.007    0.000    0.024    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\dtypes.py:73(__init__)
    11179    0.010    0.000    0.024    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:4235(_snapshot_device_function_stack_metadata)
     8044    0.009    0.000    0.024    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:2475(graph_mode)
     1236    0.004    0.000    0.024    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\func_graph.py:1141(has_mutation)
     8742    0.023    0.000    0.023    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_AddInput}
        3    0.000    0.000    0.023    0.008 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\random\seed_generator.py:134(draw_seed)
        1    0.000    0.000    0.023    0.023 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\core\input_layer.py:11(__init__)
    16088    0.017    0.000    0.023    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\stack.py:52(get_controller)
       26    0.000    0.000    0.023    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:148(_variable_handle_from_shape_and_dtype)
     2815    0.008    0.000    0.023    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\monitoring.py:143(get_cell)
     2414    0.002    0.000    0.023    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\autograph\utils\ag_logging.py:134(log)
    22731    0.014    0.000    0.022    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:4264(_colocation_stack)
      401    0.001    0.000    0.022    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\callbacks\callback_list.py:12(__init__)
      400    0.001    0.000    0.022    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:549(set_shape)
       75    0.001    0.000    0.022    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\utils\io_utils.py:92(print_msg)
      402    0.002    0.000    0.022    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\trainers\data_adapters\array_slicing.py:371(convert_single_array)
    11179    0.007    0.000    0.022    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:3804(_control_dependencies_for_inputs)
     2415    0.002    0.000    0.022    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\nest_util.py:377(_tf_data_yield_value)
     5571    0.013    0.000    0.022    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\op_def_library.py:104(_Flatten)
    11179    0.007    0.000    0.022    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:3838(_record_op_seen_by_control_dependencies)
    53600    0.022    0.000    0.022    0.000 {method 'index' of 'tuple' objects}
    55610    0.022    0.000    0.022    0.000 {method 'startswith' of 'str' objects}
    11258    0.005    0.000    0.022    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\nest_util.py:1100(<genexpr>)
     5571    0.020    0.000    0.022    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\op_def_library.py:700(_ExtractRemainingAttrs)
    11181    0.008    0.000    0.022    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\threading.py:394(notify)
20306/100    0.049    0.000    0.021    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\profiler\trace.py:178(wrapped)
       26    0.000    0.000    0.021    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\gen_resource_variable_ops.py:1249(var_handle_op)
        1    0.000    0.000    0.021    0.021 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\lazy_loader.py:177(__getattr__)
     1948    0.011    0.000    0.021    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:1507(_set_attr_with_buf)
        3    0.000    0.000    0.021    0.007 C:\Users\s144763\Anaconda3\envs\remco\Lib\importlib\__init__.py:73(import_module)
      4/3    0.000    0.000    0.021    0.007 <frozen importlib._bootstrap>:1375(_gcd_import)
        1    0.000    0.000    0.021    0.021 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\lazy_loader.py:49(_load)
     1247    0.002    0.000    0.021    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\op_def_library.py:197(_MakeShape)
 10140/16    0.054    0.000    0.021    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\func_graph.py:604(_create_op_internal)
     2472    0.007    0.000    0.021    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:2232(__exit__)
    41022    0.014    0.000    0.021    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_shape.py:892(rank)
    16996    0.021    0.000    0.021    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\traceable_stack.py:127(peek_objs)
     2132    0.013    0.000    0.021    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_util.py:172(SlowAppendIntArrayToTensorProto)
    98066    0.021    0.000    0.021    0.000 {built-in method builtins.callable}
     2139    0.003    0.000    0.021    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_util.py:328(inner)
     2414    0.002    0.000    0.021    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\autograph\utils\ag_logging.py:117(has_verbosity)
       12    0.000    0.000    0.021    0.002 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\variables.py:1222(<lambda>)
       12    0.000    0.000    0.021    0.002 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\variables.py:47(default_variable_creator_v2)
     23/7    0.000    0.000    0.021    0.003 {built-in method builtins.exec}
     2442    0.010    0.000    0.021    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\capture\capture_container.py:66(__init__)
       12    0.000    0.000    0.021    0.002 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:336(default_variable_creator_v2)
     9638    0.012    0.000    0.020    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\control_flow_util.py:262(CheckInputFromValidContext)
    30354    0.020    0.000    0.020    0.000 {method 'CopyFrom' of 'google._upb._message.Message' objects}
20326/100    0.058    0.000    0.020    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:698(convert_to_tensor)
       12    0.000    0.000    0.020    0.002 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:1713(__init__)
       12    0.001    0.000    0.020    0.002 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:1857(_init_from_args)
        1    0.000    0.000    0.020    0.020 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\_tf_keras\__init__.py:1(<module>)
     2066    0.004    0.000    0.020    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\array_ops.py:1282(_should_not_autopack)
     2444    0.008    0.000    0.020    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\attributes.py:158(parse_func_attrs)
       24    0.000    0.000    0.020    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\gen_math_ops.py:7333(_pow)
     3213    0.005    0.000    0.020    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\util\options.py:52(__setattr__)
     3656    0.003    0.000    0.020    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\nest_util.py:413(assert_same_structure)
     5571    0.017    0.000    0.020    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\op_def_library.py:350(_ExtractOutputStructure)
      402    0.002    0.000    0.020    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\trainers\data_adapters\array_slicing.py:411(is_non_floatx_float)
       14    0.000    0.000    0.019    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\polymorphic_function.py:376(not_assign_fn)
     3858    0.015    0.000    0.019    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_util.py:404(_is_array_like)
     2472    0.007    0.000    0.019    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:2198(__enter__)
     2414    0.003    0.000    0.019    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\autograph\utils\ag_logging.py:110(get_verbosity)
        1    0.000    0.000    0.019    0.019 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\_tf_keras\keras\__init__.py:1(<module>)
     2411    0.003    0.000    0.019    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\ops\options.py:650(__setattr__)
        5    0.018    0.004    0.019    0.004 {built-in method _io.open}
   168/14    0.001    0.000    0.019    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\variables.py:194(__call__)
    21187    0.019    0.000    0.019    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNested}
      800    0.003    0.000    0.019    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:2620(execution_mode)
     1207    0.001    0.000    0.019    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\polymorphism\type_dispatch.py:49(add_target)
     1780    0.005    0.000    0.019    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\concrete_function.py:1501(captured_inputs)
    12/10    0.000    0.000    0.019    0.002 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\tensorflow\core.py:30(_initialize)
      401    0.002    0.000    0.019    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\callbacks\callback_list.py:71(set_model)
   182/14    0.000    0.000    0.018    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\variables.py:1201(_variable_call)
    16831    0.018    0.000    0.018    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteBuffer}
      414    0.001    0.000    0.018    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\common\variables.py:572(is_float_dtype)
     8502    0.018    0.000    0.018    0.000 {built-in method FromString}
     2037    0.001    0.000    0.018    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_util.py:1128(is_tf_type)
     3455    0.005    0.000    0.018    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_util.py:240(GetNumpyAppendFn)
     3416    0.006    0.000    0.018    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:508(shape)
      536    0.002    0.000    0.018    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\numpy\core\fromnumeric.py:3385(mean)
     2844    0.004    0.000    0.018    0.000 <frozen _collections_abc>:804(get)
   131788    0.018    0.000    0.018    0.000 {built-in method unicodedata.east_asian_width}
    32613    0.013    0.000    0.018    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_shape.py:204(__init__)
    13263    0.018    0.000    0.018    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_UID}
    11179    0.017    0.000    0.017    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_SetOpStackTrace}
     2442    0.013    0.000    0.017    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\capture\capture_container.py:293(_recompute_cached_properties)
     2472    0.003    0.000    0.017    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:2492(device)
     9121    0.017    0.000    0.017    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.GetOperationInputs}
     1609    0.005    0.000    0.017    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\monitoring.py:199(get_cell)
2260/2257    0.002    0.000    0.017    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\nest_util.py:521(_tf_core_assert_same_structure)
 10204/16    0.079    0.000    0.017    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:2623(_create_op_internal)
     3578    0.010    0.000    0.016    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\inspect.py:2939(apply_defaults)
     1203    0.004    0.000    0.016    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\function_type_utils.py:502(_get_variable_specs)
    12402    0.013    0.000    0.016    0.000 <frozen _collections_abc>:823(items)
     9220    0.016    0.000    0.016    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\errors_impl.py:66(__init__)
1253/1247    0.002    0.000    0.016    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\type_spec.py:167(make_supertype_attribute)
     2414    0.002    0.000    0.016    0.000 <frozen os>:808(getenv)
     1592    0.002    0.000    0.016    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\trace_type\default_types.py:372(__eq__)
      536    0.003    0.000    0.016    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\numpy\core\_methods.py:101(_mean)
    46966    0.015    0.000    0.016    0.000 {method 'update' of 'set' objects}
     5449    0.004    0.000    0.016    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\dtypes.py:277(__ne__)
     1206    0.004    0.000    0.015    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\monitoring.py:359(get_cell)
 10658/16    0.154    0.000    0.015    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:1068(from_node_def)
       23    0.000    0.000    0.015    0.001 <frozen importlib._bootstrap_external>:1062(get_code)
    39605    0.012    0.000    0.015    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\inspect.py:3066(<genexpr>)
     9768    0.008    0.000    0.015    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_shape.py:941(__getitem__)
       14    0.000    0.000    0.015    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:2230(__init__)
    18814    0.009    0.000    0.015    0.000 {method 'extend' of 'list' objects}
1532/1518    0.007    0.000    0.015    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\utils\tracking.py:70(track)
        2    0.000    0.000    0.015    0.008 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\metrics\metric.py:186(add_variable)
    16860    0.015    0.000    0.015    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNestedOrComposite}
     5571    0.005    0.000    0.015    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:5171(_get_graph_from_inputs)
        1    0.000    0.000    0.015    0.015 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\core\dense.py:192(save_own_variables)
2260/2257    0.013    0.000    0.015    0.000 {built-in method tensorflow.python.util._pywrap_utils.AssertSameStructure}
     7558    0.004    0.000    0.015    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\nest_util.py:159(is_namedtuple)
     9121    0.011    0.000    0.015    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\control_flow_util.py:78(IsInWhileLoop)
      144    0.001    0.000    0.015    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:1006(_lazy_read)
      802    0.004    0.000    0.014    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\ops\options.py:402(_to_proto)
       21    0.000    0.000    0.014    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\dtensor\python\api.py:37(call_with_layout)
     1204    0.005    0.000    0.014    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\atomic_function.py:286(__del__)
    48618    0.014    0.000    0.014    0.000 {method 'HasField' of 'google._upb._message.Message' objects}
     4768    0.008    0.000    0.014    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\inspect.py:2909(kwargs)
      872    0.001    0.000    0.014    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\type_spec.py:553(__hash__)
     6735    0.014    0.000    0.014    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\op_def_library.py:37(_Attr)
       21    0.000    0.000    0.014    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:682(numpy)
    11218    0.007    0.000    0.014    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\threading.py:314(_is_owned)
     5614    0.014    0.000    0.014    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:667(_metadata)
    18710    0.009    0.000    0.014    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\tf_decorator.py:187(_has_tf_decorator_attr)
      2/1    0.000    0.000    0.014    0.014 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\tensorflow\numpy.py:349(matmul)
6048/2409    0.003    0.000    0.014    0.000 <frozen abc>:121(__subclasscheck__)
     2840    0.007    0.000    0.014    0.000 <frozen os>:709(__getitem__)
    25569    0.014    0.000    0.014    0.000 {method 'encode' of 'str' objects}
    25441    0.010    0.000    0.014    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\util\structure.py:292(<genexpr>)
    17337    0.009    0.000    0.013    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:2208(_variable_creator_stack)
  5523/36    0.086    0.000    0.013    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\op_def_library.py:411(_ExtractInputsAndAttrs)
    71683    0.013    0.000    0.013    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\inspect.py:2786(name)
    93083    0.013    0.000    0.013    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\inspect.py:2798(kind)
       21    0.000    0.000    0.013    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:824(read_value)
    53600    0.013    0.000    0.013    0.000 c:\Users\s144763\OneDrive - TU Eindhoven\Documents\Github\SMDP_remco\crn.py:17(restart_sequence)
     3455    0.012    0.000    0.013    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_util.py:232(GetFromNumpyDTypeDict)
     2007    0.002    0.000    0.013    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\util\structure.py:412(<lambda>)
 10717/16    3.167    0.000    0.013    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:1207(_init)
     2126    0.002    0.000    0.013    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\tree\tree_api.py:91(flatten)
      400    0.001    0.000    0.013    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\tree\optree_impl.py:84(map_structure_up_to)
     1265    0.013    0.000    0.013    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteFunction}
6048/2409    0.010    0.000    0.013    0.000 {built-in method _abc._abc_subclasscheck}
     2527    0.002    0.000    0.013    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\tree\optree_impl.py:62(flatten)
      669    0.002    0.000    0.013    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\handle_data_util.py:36(get_handle_data)
      317    0.002    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\common\dtypes.py:272(result_type)
      830    0.004    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:722(internal_convert_n_to_tensor)
     9638    0.012    0.000    0.012    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationName}
     1217    0.008    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_util.py:175(SlowAppendInt64ArrayToTensorProto)
      850    0.001    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\tensorflow\trainer.py:666(catch_stop_iteration)
      401    0.001    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\util\nest.py:92(map_structure)
    20817    0.012    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:2677(<genexpr>)
     9121    0.012    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\auto_control_deps.py:159(collective_manager_ids_from_op)
      102    0.000    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\override_binary_operator.py:46(maybe_promote_tensors)
    20285    0.009    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\polymorphism\function_type.py:103(optional)
      400    0.012    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\tree\optree_impl.py:247(_map_structure_with_path_up_to)
     2406    0.002    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\util\nest.py:45(assert_same_structure)
     1203    0.003    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\function_utils.py:83(get_func_name)
      844    0.004    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\numpy\core\_dtype.py:346(_name_get)
    17361    0.007    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\op_def_library.py:100(_IsListValue)
     1592    0.002    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\trace_type\default_types.py:286(__eq__)
       16    0.000    0.000    0.012    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:2564(create_op)
     2456    0.003    0.000    0.012    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\variable_utils.py:37(_convert_resource_variable_to_tensor)
      425    0.001    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\tensorflow\trainer.py:663(tf_sync)
     1250    0.001    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\nest.py:298(assert_same_structure)
    84805    0.011    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\inspect.py:2794(annotation)
     8991    0.007    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:377(dtype)
     1997    0.001    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\trace_type\default_types.py:381(__hash__)
    57266    0.011    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:2293(context)
    10164    0.006    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\autograph\core\ag_ctx.py:28(_control_ctx)
     2444    0.011    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\threading.py:124(RLock)
        1    0.000    0.000    0.011    0.011 C:\Users\s144763\Anaconda3\envs\remco\Lib\zipfile\__init__.py:1829(write)
     4944    0.011    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:1057(_set_device)
      425    0.002    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:2857(async_wait)
     1206    0.002    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\autograph\impl\conversion.py:222(cache_allowlisted)
     4944    0.011    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:1052(device_spec)
 18625/60    0.034    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:1467(<genexpr>)
     7558    0.011    0.000    0.011    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNamedtuple}
     1610    0.006    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor.py:795(sanitize_spec_name)
  2034/19    0.006    0.000    0.011    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\math_ops.py:938(cast)
      401    0.002    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\nest_util.py:1111(_tf_data_map_structure)
       23    0.000    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1183(get_data)
    576/1    0.005    0.000    0.011    0.011 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\concrete_function.py:1267(_call_flat)
     2528    0.001    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\optree\ops.py:122(tree_flatten)
     2418    0.005    0.000    0.011    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\platform\tf_logging.py:246(vlog)
