         388408497 function calls (387113178 primitive calls) in 354.312 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      178    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:5782(__exit__)
     23/3    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\gen_math_ops.py:6806(mul)
        3    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\math_ops.py:3835(add)
      326    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\object_identity.py:250(_wrap_key)
        3    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\gen_stateless_random_ops_v2.py:162(stateless_random_get_key_counter)
      400    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\tree\optree_impl.py:87(<lambda>)
      578    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\atomic_function.py:185(cached_definition)
     1206    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\polymorphism\function_cache.py:35(__init__)
    322/1    0.000    0.000    0.001    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\copy.py:118(deepcopy)
      577    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\polymorphism\function_type.py:361(flat_inputs)
     42/1    0.000    0.000    0.001    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\copy.py:217(_deepcopy_dict)
        2    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tqdm\std.py:1265(close)
       12    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_util.py:762(_ConstantValue)
      114    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:5132(get_name_scope)
       30    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        3    0.001    0.000    0.001    0.000 {built-in method builtins.print}
       32    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:3560(_add_device_to_stack)
       31    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\h5py\_hl\base.py:177(_e)
       64    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\utils\file_utils.py:393(is_remote_path)
       26    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\handle_data_util.py:83(create_handle_data)
      129    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\tensorflow\core.py:59(shape)
      319    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\common\variables.py:193(_maybe_autocast)
      175    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\callbacks\callback_list.py:98(on_train_batch_begin)
     2984    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\concrete_function.py:1745(release)
     12/3    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\copy.py:191(_deepcopy_list)
     1203    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\inspect.py:292(ismodule)
        1    0.000    0.000    0.001    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\optimizers\base_optimizer.py:145(build)
       24    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:416(__enter__)
      817    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsStopped}
      402    0.001    0.000    0.001    0.000 {built-in method optree._C.is_namedtuple}
       16    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\trackable\data_structures.py:392(append)
        1    0.000    0.000    0.001    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\tensorflow\trainer.py:101(make_train_function)
     12/1    0.000    0.000    0.001    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\math_ops.py:5420(sqrt)
        3    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\polymorphic_function.py:1300(function)
       21    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\layer.py:765(maybe_convert)
      240    0.001    0.000    0.001    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        3    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\polymorphic_function.py:1645(decorated)
       33    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:304(acquire)
      429    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\traceable_stack.py:80(copy_metadata)
       18    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\input_spec.py:121(assert_input_compatibility)
      344    0.000    0.000    0.001    0.000 <frozen _collections_abc>:1022(__iter__)
      591    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetPossibleGradientTypes}
       14    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\control_flow_util_v2.py:95(maybe_set_lowering_attr)
 16520/13    0.057    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\trace_type\trace_type_builder.py:127(from_value)
       57    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\common\variables.py:525(standardize_shape)
       23    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
     21/3    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\gen_math_ops.py:459(add_v2)
       46    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:632(cached)
     3569    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\concrete_function.py:1080(function_type)
     12/1    0.000    0.000    0.001    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\gen_math_ops.py:11914(sqrt)
      197    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\trackable\base.py:325(_maybe_initialize_trackable)
     1320    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_shape.py:1430(as_list)
       56    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\function_type_utils.py:525(<genexpr>)
     1230    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\layer.py:322(<lambda>)
     3122    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\config\flags.py:25(config)
      573    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\polymorphic_function.py:171(called_without_tracing)
      167    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\_weakrefset.py:27(__exit__)
     2412    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\concrete_function.py:277(forward)
        1    0.000    0.000    0.001    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\legacy\backend.py:1(<module>)
     1237    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:4197(switch_to_thread_local)
       12    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\backprop.py:102(get_attr)
      144    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\re\__init__.py:280(_compile)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
        3    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\layer.py:1045(compute_output_spec)
       57    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\traceable_stack.py:100(push_obj)
       23    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
       27    0.000    0.000    0.001    0.000 {built-in method builtins.__build_class__}
     1230    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\layer.py:324(<lambda>)
       64    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\re\__init__.py:164(match)
      208    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\object_identity.py:214(__contains__)
     1232    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\inspect.py:296(isclass)
      452    0.000    0.000    0.001    0.000 <string>:1(<lambda>)
     1783    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\polymorphic_function.py:437(__init__)
       20    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\h5py\_hl\dataset.py:636(__init__)
       14    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\layer.py:301(_initialize_tracker)
      803    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\trainers\data_adapters\data_adapter_utils.py:103(<genexpr>)
        1    0.000    0.000    0.001    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\saving\saving_lib.py:757(close)
       17    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
        6    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\initializers\__init__.py:59(serialize)
      400    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\tensorflow\trainer.py:191(make_predict_function)
     62/2    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\math_ops.py:2035(_ReductionDims)
       42    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\tape.py:77(variable_accessed)
      316    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:245(_handle_graph)
     3210    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\type_spec.py:581(__tf_tracing_type__)
      176    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:908(__tf_tracing_type__)
     1783    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\polymorphic_function.py:447(__exit__)
      153    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\func_graph.py:402(control_dependencies)
       23    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\typing.py:1865(__subclasscheck__)
     1203    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\eager_function_run.py:25(functions_run_eagerly)
     1784    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\profiler\trace.py:121(__exit__)
     1236    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\transform.py:23(apply_func_graph_transforms)
     1230    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\layer.py:318(<lambda>)
        1    0.000    0.000    0.001    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\tokenize.py:445(open)
      776    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetStopOnThread}
       39    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\layer.py:1491(is_backend_tensor_or_symbolic)
   2499/2    0.005    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\weak_tensor_ops.py:86(wrapper)
       12    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\backprop.py:72(make_attr)
        6    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\autograph_util.py:23(py_func_from_autograph)
       21    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\dtype_policies\dtype_policy.py:149(convert_input)
      279    0.001    0.000    0.001    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      400    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\callbacks\callback_list.py:148(on_predict_begin)
       58    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\utils\tracking.py:144(append)
        3    0.001    0.000    0.001    0.000 {built-in method nt._path_exists}
     1203    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\inspect.py:518(isbuiltin)
      400    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\callbacks\callback_list.py:153(on_predict_end)
       63    0.000    0.000    0.001    0.000 <frozen ntpath>:107(join)
        7    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\tensorflow\layer.py:10(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\tempfile.py:521(close)
       31    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\h5py\_hl\base.py:187(get_lcpl)
     1784    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\profiler\trace.py:50(__init__)
       49    0.001    0.000    0.001    0.000 {built-in method tensorflow.python.framework._op_def_registry.get}
     2795    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\inspect.py:3083(return_annotation)
        1    0.000    0.000    0.001    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\tempfile.py:462(close)
     2445    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\capture\capture_container.py:334(by_val_internal)
      326    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\object_identity.py:75(__init__)
      9/1    0.000    0.000    0.001    0.001 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\array_ops_stack.py:24(stack)
     2516    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\tf_decorator.py:343(decorated_target)
     1203    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\ops\structured_function.py:55(_should_unpack)
     4262    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
      967    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\op_def_library.py:182(_MakeBool)
      106    0.001    0.000    0.001    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.SetHandleShapeAndType}
     15/9    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\utils\tracking.py:23(wrapper)
      408    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\capture\capture_container.py:42(__setitem__)
     2939    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\atomic_function.py:131(function_type)
      401    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\trainers\data_adapters\data_adapter_utils.py:53(pack_x_y_sample_weight)
       57    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\traceable_stack.py:42(set_filename_and_line_from_caller)
      202    0.001    0.000    0.001    0.000 {built-in method now}
       18    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_shape.py:1109(with_rank)
      576    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\polymorphic_function.py:801(_run_functions_eagerly)
     2415    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\capture\capture_container.py:326(by_ref_external)
       67    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\tensorflow\core.py:447(__exit__)
      416    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\math_ops.py:2009(<genexpr>)
      153    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:3793(_pop_control_dependencies_controller)
        1    0.001    0.001    0.001    0.001 {method 'close' of '_io.BufferedRandom' objects}
     2170    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\util\object_identity.py:33(__init__)
      190    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\ops\iterator_ops.py:803(_type_spec)
        6    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_util.py:633(MakeNdarray)
     1234    0.001    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:2261(seed)
      114    0.000    0.000    0.001    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\optimizers\base_optimizer.py:890(__setattr__)
   1652/6    0.003    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\tree\tree_api.py:124(map_structure)
      967    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\execute.py:170(make_bool)
      464    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\op_def_library.py:167(_MakeInt)
      216    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\auto_control_deps_utils.py:101(<genexpr>)
       22    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_shape.py:998(merge_with)
       58    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:167(string_merge)
     1208    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\transform.py:29(call_concrete_function_callbacks)
     2444    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\capture\capture_container.py:322(by_ref_internal)
     2406    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\data\ops\structured_function.py:307(function)
      577    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor.py:1119(_alias_id)
     1610    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
      401    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\composite_tensor.py:124(convert_variables_to_tensors)
      162    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationGetAttrType}
      452    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\execute.py:152(make_int)
      240    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      182    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\variables.py:163(validate_synchronization_aggregation_trainable)
     1609    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\monitoring.py:157(__init__)
       42    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\backend\tensorflow\optimizer.py:75(_var_key)
       16    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:6147(set_int_list_attr)
       23    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\typing.py:1924(_proto_hook)
       58    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\device.py:128(shortcut_string_merge)
      116    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\ops\math_ops.py:2058(_may_reduce_to_scalar)
     2416    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\concrete_function.py:1343(graph)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\shutil.py:196(copyfileobj)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\saving\saving_lib.py:796(close)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\utils\file_utils.py:457(rmtree)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\h5py\_hl\files.py:571(close)
        3    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\models\functional.py:205(_assert_input_compatibility)
     1783    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\polymorphic_function.py:443(__enter__)
      149    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\api_export.py:37(__call__)
      250    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\tensor_shape.py:931(__iter__)
      353    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\trackable\data_structures.py:431(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\shutil.py:710(rmtree)
      121    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:5924(_op_to_colocate_with)
        8    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\composite_tensor_gradient.py:159(get_flat_tensors_for_gradients)
     1251    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\trainers\epoch_iterator.py:122(num_batches)
     1236    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:2266(seed)
        2    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\re\_compiler.py:740(compile)
      401    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\callbacks\callback_list.py:66(set_params)
      818    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\layer.py:1594(update_shapes_dict_for_target_fn)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
      200    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\callbacks\progbar_logger.py:82(_maybe_init_progbar)
        6    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\trackable\data_structures.py:932(__setitem__)
        7    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\layers\layer.py:631(trainable_weights)
     1609    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\core\function\trace_type\trace_type_builder.py:89(update_naming_scope)
      290    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\context.py:1042(scope_name)
       62    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\composite_tensor_gradient.py:105(_get_tensors_for_gradient)
      149    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\keras\src\api_export.py:34(__init__)
      836    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\type_spec.py:190(<genexpr>)
      153    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\framework\ops.py:3847(control_dependencies)
        6    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\linecache.py:52(checkcache)
       29    0.000    0.000    0.000    0.000 C:\Users\s144763\Anaconda3\envs\remco\Lib\site-packages\tensorflow\python\eager\polymorphic_function\atomic_function.py:179(_c_func)
